Item ID,Sentiment,SentimentText,Recommended complaint category,cleaned_text,final_text,word_count
567,5,@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir this is local coash and pls search my location on Google and ma… https://t.co/U9aEfv3c13,Ticketing & Reservation,drmadiwr railminindia piyushgoyal irctcltd sir this is local coash and pls search my location on google and ma,drmadiwr railminindia piyushgoyal irctcltd sir local coash pls search location google,11
568,1,@railminindia can't we increase security check in railway stations just like metro stations. Feeling safe is best comfort.,Safety & Security,railminindia cant we increase security check in railway stations just like metro stations feeling safe is best comfort,railminindia cant increase security check railway stations like metro stations feeling safe best comfort,14
569,5,@RailMinIndia I am able to get tickets through counter ticket agents @ very high rate but unable to get it online.,Ticketing & Reservation,railminindia i am able to get tickets through counter ticket agents very high rate but unable to get it online,railminindia able get tickets counter ticket agents high rate unable get online,12
570,7,"@sanjaygupta2012 @DRMbhopal @RailMinIndia sorry for inconvenience,matter noted to @OPTGBSL",Customer Support Response,sanjaygupta drmbhopal railminindia sorry for inconveniencematter noted to optgbsl,sanjaygupta drmbhopal railminindia sorry inconveniencematter noted optgbsl,7
571,5,@RailMinIndia  due to i not give bribe of 400/rs to the booking cleark in ahmdabad.item is on my name my leave ends on 13 june kindly look .,Ticketing & Reservation,railminindia due to i not give bribe of rs to the booking cleark in ahmdabaditem is on my name my leave ends on june kindly look,railminindia due give bribe rs booking cleark ahmdabaditem name leave ends june kindly look,14
572,7,RT @RailMinIndia: @anshumantiwar10  Please share your PNR no.,Customer Support Response,rt railminindia anshumantiwar please share your pnr no,rt railminindia anshumantiwar please share pnr,6
573,5,"@RailMinIndia  Surprised RAC Ticket get wait listed after chart preparation. Pnr no: 4220401870 was RAC 5,6,7,8,9 https://t.co/btAbH0LMuh",Ticketing & Reservation,railminindia surprised rac ticket get wait listed after chart preparation pnr no was rac,railminindia surprised rac ticket get wait listed chart preparation pnr rac,11
574,0,@RailMinIndia travelling without AC in AC coach from 8th May now no water available in washrooms for need #Great Indian railway management#,Cleanliness & Facilities,railminindia travelling without ac in ac coach from th may now no water available in washrooms for need great indian railway management,railminindia travelling without ac ac coach th may water available washrooms need great indian railway management,16
575,3,@RailMinIndia in train no12583 IRCTC is selling poor quality water and food items.plz see this .rail neer is nt available in train.,Food & Catering,railminindia in train no irctc is selling poor quality water and food itemsplz see this rail neer is nt available in train,railminindia train irctc selling poor quality water food itemsplz see rail neer nt available train,15
576,6,@sureshpprabhu @RailMinIndia thanks sir for always new initiatives.. #food_at_railway,Irrelevant & Noise,sureshpprabhu railminindia thanks sir for always new initiatives foodatrailway,sureshpprabhu railminindia thanks sir always new initiatives foodatrailway,8
577,4,@RailMinIndia sir i am traveling in train no. 12183 from Jhansi to Lucknow. This train also late started from,Delay / Running Status,railminindia sir i am traveling in train no from jhansi to lucknow this train also late started from,railminindia sir traveling train jhansi lucknow train also late started,10
578,7,"@AirAsiaSupport I am scheduled to fly to CCU from KL tomorrow (PNR WERKXB), got an email saying my flight has been… https://t.co/tx0F2YEthX",Customer Support Response,airasiasupport i am scheduled to fly to ccu from kl tomorrow pnr werkxb got an email saying my flight has been,airasiasupport scheduled fly ccu kl tomorrow pnr werkxb got email saying flight,12
579,6,@RailMinIndia Hats off @sureshpprabhu and your #Team .. Thanks to youhttps://t.co/VvMxA0W8NS https://t.co/eXRga4WBEE,Irrelevant & Noise,railminindia hats off sureshpprabhu and your team thanks to you,railminindia hats sureshpprabhu team thanks,5
580,1,"@RailMinIndia @sureshpprabhu travelling by 11085 to Goa,this train has lost all semblance of timeliness, stopping at all unscheduled stops",Safety & Security,railminindia sureshpprabhu travelling by to goathis train has lost all semblance of timeliness stopping at all unscheduled stops,railminindia sureshpprabhu travelling goathis train lost semblance timeliness stopping unscheduled stops,11
581,5,@RailMinIndia @sureshpprabhu @gm_nfr @RailNf no refund till date for last 1person..more than 3is over...kindly refund my money.,Ticketing & Reservation,railminindia sureshpprabhu gmnfr railnf no refund till date for last personmore than is overkindly refund my money,railminindia sureshpprabhu gmnfr railnf refund till date last personmore overkindly refund money,12
582,5,@sureshpprabhu @RailMinIndia (1/N) I have booked a Luggage via PRR 4000374907 on 6th June 16 at NDLS for PNBE.It was against ticket so the,Ticketing & Reservation,sureshpprabhu railminindia n i have booked a luggage via prr on th june at ndls for pnbeit was against ticket so the,sureshpprabhu railminindia n booked luggage via prr th june ndls pnbeit ticket,12
583,5,@RailMinIndia @sureshpprabhu train 22182 TTE take charge 200rs for per bearth allotment nd RAC passenger travelling with sharing bearth.,Ticketing & Reservation,railminindia sureshpprabhu train tte take charge rs for per bearth allotment nd rac passenger travelling with sharing bearth,railminindia sureshpprabhu train tte take charge rs per bearth allotment nd rac passenger travelling sharing bearth,16
584,6,"RT @kassalv: #Scrap498A #498A is a weapon to extort money coz #498AJailsInnocent familes !
emergency,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc If your clerk can give tickets than why he is not giving""",Irrelevant & Noise,rt kassalv scrapa a is a weapon to extort money coz ajailsinnocent familes emergencyirctcltd railminindia piyushgoyaloffc if your clerk can give tickets than why he is not giving,rt kassalv scrapa weapon extort money coz ajailsinnocent familes emergencyirctcltd railminindia piyushgoyaloffc clerk give tickets giving,16
585,4,@sureshpprabhu delaying an already delayd train has bcum such #anindianrailwaysthing. Waiting for train 16360 for 5 hours now @RailMinIndia,Delay / Running Status,sureshpprabhu delaying an already delayd train has bcum such anindianrailwaysthing waiting for train for hours now railminindia,sureshpprabhu delaying already delayd train bcum anindianrailwaysthing waiting train hours railminindia,11
586,5,@RailMinIndia @sureshpprabhu sir pls help travelling  with family and still 4 seats are W/L  PNR # 6149334953 NJP TO DLI DT.11 JUNE PLZ HELP,Ticketing & Reservation,railminindia sureshpprabhu sir pls help travelling with family and still seats are wl pnr njp to dli dt june plz help,railminindia sureshpprabhu sir pls help travelling family still seats wl pnr njp dli dt june plz help,17
587,5,"@sureshpprabhu @RailMinIndia Unable 2 book Tatkal tkt frm Chennai to B'lore - sleeper class-Bnglr mail IRCTC,Supreme service! Digital India!",Ticketing & Reservation,sureshpprabhu railminindia unable book tatkal tkt frm chennai to blore sleeper classbnglr mail irctcsupreme service digital india,sureshpprabhu railminindia unable book tatkal tkt frm chennai blore sleeper classbnglr mail irctcsupreme service digital india,16
588,6,RT @RailMinIndia: Ministry of Railways launched 1ST Swarna Rajdhani ( Train no 12314 New Delhi- Sealdah Rajdhani) rake today.A Major… ,Irrelevant & Noise,rt railminindia ministry of railways launched st swarna rajdhani train no new delhi sealdah rajdhani rake todaya major,rt railminindia ministry railways launched st swarna rajdhani train new delhi sealdah rajdhani rake todaya major,16
589,4,RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5t…,Delay / Running Status,rt princebiet hours journey completed in hrs excluding waiting time hrsu should take responsibility mostly trains late t,rt princebiet hours journey completed hrs excluding waiting time hrsu take responsibility mostly trains late,15
590,0,ac blowing warm air #pnr 4512791357 feeling to die in this  closed compartment,Cleanliness & Facilities,ac blowing warm air pnr feeling to die in this closed compartment,ac blowing warm air pnr feeling die closed compartment,9
591,7,@pisecianpisces @rpfbharuch @rpfwrbrc @RailMinIndia @DRMBRCWR @rpfankaleshwar Kindly look into this matter @rpfwrbrc,Customer Support Response,pisecianpisces rpfbharuch rpfwrbrc railminindia drmbrcwr rpfankaleshwar kindly look into this matter rpfwrbrc,pisecianpisces rpfbharuch rpfwrbrc railminindia drmbrcwr rpfankaleshwar kindly look matter rpfwrbrc,10
592,5,@RailMinIndia Impossible to get tatkal tickets from dis reservation centre @Koduvally@Kozhikodeagents#totalscam https://t.co/1uCmeBHZSO,Ticketing & Reservation,railminindia impossible to get tatkal tickets from dis reservation centre koduvallykozhikodeagentstotalscam,railminindia impossible get tatkal tickets dis reservation centre koduvallykozhikodeagentstotalscam,9
593,3,"@sureshpprabhu @RailMinIndia sir traveling by train no 12816, y nt catering service provider r nt selling RAILNEER ? https://t.co/XvrZLbtSNf",Food & Catering,sureshpprabhu railminindia sir traveling by train no y nt catering service provider r nt selling railneer,sureshpprabhu railminindia sir traveling train nt catering service provider r nt selling railneer,13
594,6,"@RailMinIndia Thanks sir today's proposed starting of saharsa Purnea line under ECR, we request you to start hate Bazare through this line",Irrelevant & Noise,railminindia thanks sir todays proposed starting of saharsa purnea line under ecr we request you to start hate bazare through this line,railminindia thanks sir todays proposed starting saharsa purnea line ecr request start hate bazare line,15
595,6,"@RailMinIndia on board entertain system in bad shape , same adds repeated every 5.mins. good work in other sectors nullified here..",Irrelevant & Noise,railminindia on board entertain system in bad shape same adds repeated every mins good work in other sectors nullified here,railminindia board entertain system bad shape adds repeated every mins good work sectors nullified,14
596,3,@sureshpprabhu @Indianrlyinfo @RailMinIndia @comesum today I ordered a thali in comesum .thali is delivered but there is not a single roti.,Food & Catering,sureshpprabhu indianrlyinfo railminindia comesum today i ordered a thali in comesum thali is delivered but there is not a single roti,sureshpprabhu indianrlyinfo railminindia comesum today ordered thali comesum thali delivered single roti,12
597,0,"big mouse found below the berth,plz help. Cant sleep pnr 4512791357",Cleanliness & Facilities,big mouse found below the berthplz help cant sleep pnr,big mouse found berthplz help cant sleep pnr,8
598,5,@RailMinIndia ??? ?? ???? ???? ?? ?????? confirm ticket kar de back pain is peresisting PNR-2863707393Trn:12824Dt:10-06-2016Frm NZM APR,Ticketing & Reservation,railminindia confirm ticket kar de back pain is peresisting pnrtrndtfrm nzm apr,railminindia confirm ticket kar de back pain peresisting pnrtrndtfrm nzm apr,11
599,5,@RailMinIndia IRCTC is a shit... failed booking tickets many times and no refund of money,Ticketing & Reservation,railminindia irctc is a shit failed booking tickets many times and no refund of money,railminindia irctc shit failed booking tickets many times refund money,10
600,5,@RailMinIndia TDR with id 100000384344779 for  ticket with PNR 4628010989 was filed as the train was cancelled. No refund yet,Ticketing & Reservation,railminindia tdr with id for ticket with pnr was filed as the train was cancelled no refund yet,railminindia tdr id ticket pnr filed train cancelled refund yet,10
601,2,"bags stolen ,1 mine and 1 of my copassenger having imp documents pnr 4512791357",Medical Emergency,bags stolen mine and of my copassenger having imp documents pnr,bags stolen mine copassenger imp documents pnr,7
602,5,@sureshpprabhu @RailMinIndia Please look into this. Non of my refunds are processed for all the below tickets. https://t.co/vUoyBq1fsy,Ticketing & Reservation,sureshpprabhu railminindia please look into this non of my refunds are processed for all the below tickets,sureshpprabhu railminindia please look non refunds processed tickets,8
603,7,@RailMinIndia @WWarghade Matter brought to notice of concerned official. @srdencomumbaicr @srdstecobbcr,Customer Support Response,railminindia wwarghade matter brought to notice of concerned official srdencomumbaicr srdstecobbcr,railminindia wwarghade matter brought notice concerned official srdencomumbaicr srdstecobbcr,9
604,6,#Win $50 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Romance #Wolf #Shifter #PNR #EmiliaHartley https://t.co/mCGb3SdXGn,Irrelevant & Noise,win amazon booktour giveaway bookboost paranormal romance wolf shifter pnr emiliahartley,win amazon booktour giveaway bookboost paranormal romance wolf shifter pnr emiliahartley,11
605,0,@RailMinIndia : 12190 AC not working. Kids and old age suffering in a vaccume in 45 degrees from last 4 hours. Pls help. Next stop GWL,Cleanliness & Facilities,railminindia ac not working kids and old age suffering in a vaccume in degrees from last hours pls help next stop gwl,railminindia ac working kids old age suffering vaccume degrees last hours pls help next stop gwl,16
606,0,@RailMinIndia in Sabarmati (19168) coach A1there is no proper cooling.. we r facing problem since early morning... please do some necessary,Cleanliness & Facilities,railminindia in sabarmati coach athere is no proper cooling we r facing problem since early morning please do some necessary,railminindia sabarmati coach athere proper cooling r facing problem since early morning please necessary,14
607,6," @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Respected sirs,Thank you for quick action and response. I Rahu… https://t.co/noP1iP8E3n",Irrelevant & Noise,armsrc drmkgp railminindia sdmebvp respected sirsthank you for quick action and response i rahu,armsrc drmkgp railminindia sdmebvp respected sirsthank quick action response rahu,10
608,3,"@sureshpprabhu @RailMinIndia I m traveling  PNR:8348054662, water bottle provided is very hot and nondrinkable kindly help.feeling thristy.",Food & Catering,sureshpprabhu railminindia i m traveling pnr water bottle provided is very hot and nondrinkable kindly helpfeeling thristy,sureshpprabhu railminindia traveling pnr water bottle provided hot nondrinkable kindly helpfeeling thristy,12
609,3,"@RailMinIndia @sureshpprabhu Please insure that every vendor have carry rate list approved by Railways,they are overcharging from passenger",Food & Catering,railminindia sureshpprabhu please insure that every vendor have carry rate list approved by railwaysthey are overcharging from passenger,railminindia sureshpprabhu please insure every vendor carry rate list approved railwaysthey overcharging passenger,13
610,4,@RailMinIndia @sureshpprabhu @piyushurfriend @IR_EDCHG @drmncrald @drmdelhi 12501 is gettin furthr late aftr Kanpur.Late 11:30 hrPls care.,Delay / Running Status,railminindia sureshpprabhu piyushurfriend iredchg drmncrald drmdelhi is gettin furthr late aftr kanpurlate hrpls care,railminindia sureshpprabhu piyushurfriend iredchg drmncrald drmdelhi gettin furthr late aftr kanpurlate hrpls care,13
611,6,@RailMinIndia please call me I have serious complaint,Irrelevant & Noise,railminindia please call me i have serious complaint,railminindia please call serious complaint,5
612,7,@drmumb @RailMinIndia @KaliaAjit @IR_ENHM Sir message given to SSE/UMB and matter forwarded to @SrDmeChg_Dli @DelhiCcc,Customer Support Response,drmumb railminindia kaliaajit irenhm sir message given to sseumb and matter forwarded to srdmechgdli delhiccc,drmumb railminindia kaliaajit irenhm sir message given sseumb matter forwarded srdmechgdli delhiccc,12
613,6,@RailMinIndia @pk_9451 In such cases what is the way out. Please suggest solutions,Irrelevant & Noise,railminindia pk in such cases what is the way out please suggest solutions,railminindia pk cases way please suggest solutions,7
614,7,@SumitSi25004636 Kindly share your PNR NO,Customer Support Response,sumitsi kindly share your pnr no,sumitsi kindly share pnr,4
615,1,@sureshpprabhu @RailMinIndia Mob snatched in moving train. Trn 12002 E2 / 4 PNR 2765527534. No one helping. No FIR. Frustrating. PLZ HELP!,Safety & Security,sureshpprabhu railminindia mob snatched in moving train trn e pnr no one helping no fir frustrating plz help,sureshpprabhu railminindia mob snatched moving train trn e pnr one helping fir frustrating plz help,15
616,0,@RailMinIndia hasle begins on very first day of rain in Mumbai train out of time table ther won't b any smrt dry modern station neari n time,Cleanliness & Facilities,railminindia hasle begins on very first day of rain in mumbai train out of time table ther wont b any smrt dry modern station neari n time,railminindia hasle begins first day rain mumbai train time table ther wont b smrt dry modern station neari n time,20
617,5,@RailMinIndia @sureshprabhu:this ticket counter @ kalyanidoesn't open if it does seldom thoug it helps numerous.uhh https://t.co/FSyQuolr2L,Ticketing & Reservation,railminindia sureshprabhuthis ticket counter kalyanidoesnt open if it does seldom thoug it helps numerousuhh,railminindia sureshprabhuthis ticket counter kalyanidoesnt open seldom thoug helps numerousuhh,10
618,2,"@RailMinIndia IRCTC #7367669 emergency,@RailMinIndia Plz. Help",Medical Emergency,railminindia irctc emergencyrailminindia plz help,railminindia irctc emergencyrailminindia plz help,5
619,3,@RailMinIndia @sureshpprabhu why Pantry Car services are not provided in any of the Mumbai to Varanasi trains?,Food & Catering,railminindia sureshpprabhu why pantry car services are not provided in any of the mumbai to varanasi trains,railminindia sureshpprabhu pantry car services provided mumbai varanasi trains,9
620,0,@RailMinIndia @SalemDRM we are in 11014..s2 coach was not clean..lot of incect are disturbing all pasengers..kindly clean the coach in salem,Cleanliness & Facilities,railminindia salemdrm we are in s coach was not cleanlot of incect are disturbing all pasengerskindly clean the coach in salem,railminindia salemdrm coach cleanlot incect disturbing pasengerskindly clean coach salem,10
621,4,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Ppls r in queue for tickets without any time limit, because your trains getting late and late",Delay / Running Status,irctcltd railminindia piyushgoyaloffc ppls r in queue for tickets without any time limit because your trains getting late and late,irctcltd railminindia piyushgoyaloffc ppls r queue tickets without time limit trains getting late late,14
622,7,@RailMinIndia @at_agentofchaos @IR_ENHM Matter notified to the concerned officials @LTTOBHS1 @srdmecmumbaicr,Customer Support Response,railminindia atagentofchaos irenhm matter notified to the concerned officials lttobhs srdmecmumbaicr,railminindia atagentofchaos irenhm matter notified concerned officials lttobhs srdmecmumbaicr,9
623,7,@RailMinIndia @mohitbansal660 @NRRPF Comp No. 437 matter forwarded to @rpfnwrbkn look into this matter &amp;  kindly pr… https://t.co/dN8IuA9Shf,Customer Support Response,railminindia mohitbansal nrrpf comp no matter forwarded to rpfnwrbkn look into this matter amp kindly pr,railminindia mohitbansal nrrpf comp matter forwarded rpfnwrbkn look matter amp kindly pr,12
624,5,@RailMinIndia @sureshpprabhu @IRCTC_Ltd   why I still See service charge while booking the tickets online ? ? ? https://t.co/zLshgSIctY,Ticketing & Reservation,railminindia sureshpprabhu irctcltd why i still see service charge while booking the tickets online,railminindia sureshpprabhu irctcltd still see service charge booking tickets online,10
625,3,"@RailMinIndia @IRCTC_Ltd PNR-4319402198, Nijamabad stn, platform 2. Selling water bottles for Rs. 20. https://t.co/fVIlRWNGNn",Food & Catering,railminindia irctcltd pnr nijamabad stn platform selling water bottles for rs,railminindia irctcltd pnr nijamabad stn platform selling water bottles rs,10
626,4,@RailMinIndia @sureshpprabhu mumbai central locals r late everyday at peak hours. And its not even raining yet.,Delay / Running Status,railminindia sureshpprabhu mumbai central locals r late everyday at peak hours and its not even raining yet,railminindia sureshpprabhu mumbai central locals r late everyday peak hours even raining yet,13
627,4,@RailMinIndia @sureshprabhubjp not expected..my parents missed the train...no help from you...disappointed.,Delay / Running Status,railminindia sureshprabhubjp not expectedmy parents missed the trainno help from youdisappointed,railminindia sureshprabhubjp expectedmy parents missed trainno help youdisappointed,8
628,0,"@sureshpprabhu @RailMinIndia @gm_nfr such lousy food in Rajdhani to DBRT. Toilets are hell, can't even step in..1 https://t.co/bVsDa3Ygrc",Cleanliness & Facilities,sureshpprabhu railminindia gmnfr such lousy food in rajdhani to dbrt toilets are hell cant even step in,sureshpprabhu railminindia gmnfr lousy food rajdhani dbrt toilets hell cant even step,12
629,0,@RailMinIndia Sir no water in B2 n coach is also not clean at train 04416. It's really difficult to travel  with kids. Pl do something,Cleanliness & Facilities,railminindia sir no water in b n coach is also not clean at train its really difficult to travel with kids pl do something,railminindia sir water b n coach also clean train really difficult travel kids pl something,15
630,7,@tamsil_sidd @RailMinIndia @PiyushGoyal Your mail is forwarded to @gm_nfr as mentioned in the screenshot,Customer Support Response,tamsilsidd railminindia piyushgoyal your mail is forwarded to gmnfr as mentioned in the screenshot,tamsilsidd railminindia piyushgoyal mail forwarded gmnfr mentioned screenshot,8
631,6,@RailMinIndia please select 45 medical passed candidates in RRC ALLAHABAD EMPLOYMENT NOYICE NO 01/2007 GROUP D 45 VACANT VACANCY.,Irrelevant & Noise,railminindia please select medical passed candidates in rrc allahabad employment noyice no group d vacant vacancy,railminindia please select medical passed candidates rrc allahabad employment noyice group vacant vacancy,13
632,1,@RailMinIndia need some help in teain no 12192 as our bag was stolen and no police is available to file a complaint,Safety & Security,railminindia need some help in teain no as our bag was stolen and no police is available to file a complaint,railminindia need help teain bag stolen police available file complaint,10
633,5,"@RailMinIndia need helpPNR-2863707393Trn:12824Dt:10-06-2016Frm NZM to APRCls:SLP1-RC,S9,55Having back pain req for confirm ticket",Ticketing & Reservation,railminindia need helppnrtrndtfrm nzm to aprclsslprcshaving back pain req for confirm ticket,railminindia need helppnrtrndtfrm nzm aprclsslprcshaving back pain req confirm ticket,10
634,3,@RailMinIndia  @sureshprabhubjp @IRCATERINGHave ben sending msgs the lst night to 58888.Recvd no reply.Am i wrong to ask fr ny refund..?,Food & Catering,railminindia sureshprabhubjp ircateringhave ben sending msgs the lst night to recvd no replyam i wrong to ask fr ny refund,railminindia sureshprabhubjp ircateringhave ben sending msgs lst night recvd replyam wrong ask fr ny refund,15
635,5,@sureshpprabhu @RailMinIndia want to buy tickets of saraighat exp for 12/10 frm hwh.but for last few days within 30sec all ac tickets r sold,Ticketing & Reservation,sureshpprabhu railminindia want to buy tickets of saraighat exp for frm hwhbut for last few days within sec all ac tickets r sold,sureshpprabhu railminindia want buy tickets saraighat exp frm hwhbut last days within sec ac tickets r sold,17
636,1,@RailMinIndia a women gave birth to baby.Plzzz send police also as some feud is happening over babay,Safety & Security,railminindia a women gave birth to babyplzzz send police also as some feud is happening over babay,railminindia women gave birth babyplzzz send police also feud happening babay,11
637,0,"@RailMinIndia  @sureshpprabhu  @sureshprabhubjp train no:12423,B:11=14&amp;16Disgstin behavior by da atender.Poor toilet condtns.",Cleanliness & Facilities,railminindia sureshpprabhu sureshprabhubjp train nobampdisgstin behavior by da atenderpoor toilet condtns,railminindia sureshpprabhu sureshprabhubjp train nobampdisgstin behavior da atenderpoor toilet condtns,10
638,6,@railminindia thanks sir light has came,Irrelevant & Noise,railminindia thanks sir light has came,railminindia thanks sir light came,5
639,3,@sureshpprabhu @RailMinIndia when are you planning to make catering charges in Shatabdi optional?,Food & Catering,sureshpprabhu railminindia when are you planning to make catering charges in shatabdi optional,sureshpprabhu railminindia planning make catering charges shatabdi optional,8
640,0,"@RailMinIndia travelling in 09456 frm gandhidham to surat.  There is no water in B1, paying more thn normal fare. how it is special train??",Cleanliness & Facilities,railminindia travelling in frm gandhidham to surat there is no water in b paying more thn normal fare how it is special train,railminindia travelling frm gandhidham surat water b paying thn normal fare special train,13
641,2,@irctceastzone @RailMinIndia Nothing happened yet I didn't receive any call and I am about to reach my destination… https://t.co/YYwYp6v1cm,Medical Emergency,irctceastzone railminindia nothing happened yet i didnt receive any call and i am about to reach my destination,irctceastzone railminindia nothing happened yet didnt receive call reach destination,10
642,2,"finger brokenof my frnd by falling from upper berth, cannot find any medical assistance pnr 4512791357",Medical Emergency,finger brokenof my frnd by falling from upper berth cannot find any medical assistance pnr,finger brokenof frnd falling upper berth cannot find medical assistance pnr,11
643,7,"@bbiswajit88 @RailMinIndia Sorry,  the tweet received from @RailMinIndia doesn't contain your complaint.",Customer Support Response,bbiswajit railminindia sorry the tweet received from railminindia doesnt contain your complaint,bbiswajit railminindia sorry tweet received railminindia doesnt contain complaint,9
644,3,pantry officials billing us double than printed . All complaints in vain pnr 4512791357,Food & Catering,pantry officials billing us double than printed all complaints in vain pnr,pantry officials billing us double printed complaints vain pnr,9
645,5,@RailMinIndia rough language n sir my small advice ticket collecter ko sikya jaye ki passenger n staff se kaise baat ki jti Ty rly ministry,Ticketing & Reservation,railminindia rough language n sir my small advice ticket collecter ko sikya jaye ki passenger n staff se kaise baat ki jti ty rly ministry,railminindia rough language n sir small advice ticket collecter ko sikya jaye ki passenger n staff se kaise baat ki jti ty rly ministry,24
646,6,"RT @DOTrPH: ATM : Contract signing for construction of PNR Clark Phase 1 (Tutuban-Malolos) project bet. DOTr, NSTren Consortium https://t.c…",Irrelevant & Noise,rt dotrph atm contract signing for construction of pnr clark phase tutubanmalolos project bet dotr nstren consortium,rt dotrph atm contract signing construction pnr clark phase tutubanmalolos project bet dotr nstren consortium,15
647,4,@RailMinIndia @sureshpprabhu will never travel in 12189 n 12190. Two hours already late. Dinner may not be available at gwalior now,Delay / Running Status,railminindia sureshpprabhu will never travel in n two hours already late dinner may not be available at gwalior now,railminindia sureshpprabhu never travel n two hours already late dinner may available gwalior,13
648,5,"@IRCTC_Ltd @RailMinIndia @PiyushGoyal if my ticket remains RAC even after chart is prepared, then isn't logically w… https://t.co/k2pui7f6wl",Ticketing & Reservation,irctcltd railminindia piyushgoyal if my ticket remains rac even after chart is prepared then isnt logically w,irctcltd railminindia piyushgoyal ticket remains rac even chart prepared isnt logically w,12
649,0,@RailMinIndia Train No. 22462. B7 is very poorly maintained yesterday toilets were dirty. today no water in toilets. @sureshpprabhu,Cleanliness & Facilities,railminindia train no b is very poorly maintained yesterday toilets were dirty today no water in toilets sureshpprabhu,railminindia train b poorly maintained yesterday toilets dirty today water toilets sureshpprabhu,12
650,0,@RailMinIndia Unreserved people sitting near toilets female passengers finding difficult to use washroom pnr 8647770808 coach s12,Cleanliness & Facilities,railminindia unreserved people sitting near toilets female passengers finding difficult to use washroom pnr coach s,railminindia unreserved people sitting near toilets female passengers finding difficult use washroom pnr coach,14
651,5,"@sureshpprabhu @RailMinIndia @IRCTC_Ltd refunds for PNR's 4631100452, 4738172060, 4116851372, 4836735071 pending since 30th may 2016. pl hlp",Ticketing & Reservation,sureshpprabhu railminindia irctcltd refunds for pnrs pending since th may pl hlp,sureshpprabhu railminindia irctcltd refunds pnrs pending since th may pl hlp,11
652,5,@sureshpprabhu @IRCTC_Ltd @RailMinIndia payment done. Ticket not issued. And cant book again as 2 tickets (1/2) https://t.co/i8ak6SsWp9,Ticketing & Reservation,sureshpprabhu irctcltd railminindia payment done ticket not issued and cant book again as tickets,sureshpprabhu irctcltd railminindia payment done ticket issued cant book tickets,10
653,2,pnr no 4512791357 need mdical 1.having blood vomits ,Medical Emergency,pnr no need mdical having blood vomits,pnr need mdical blood vomits,5
654,6,"@RailMinIndia @santosh4soni Sir, thanks for your appreciation.",Irrelevant & Noise,railminindia santoshsoni sir thanks for your appreciation,railminindia santoshsoni sir thanks appreciation,5
655,3,@RailMinIndia We r travelling in train no. 22634 from delhi to UDUPi.....There is no water shop available in the train...In ha 1 coach....,Food & Catering,railminindia we r travelling in train no from delhi to udupithere is no water shop available in the trainin ha coach,railminindia r travelling train delhi udupithere water shop available trainin ha coach,12
656,5,"@sureshpprabhu @RailMinIndia Sir no response from anywhere neither @GMNWRailway @IRCTC_Ltd nor @RailMinIndia TDR Rejected, PNR 2763153576",Ticketing & Reservation,sureshpprabhu railminindia sir no response from anywhere neither gmnwrailway irctcltd nor railminindia tdr rejected pnr,sureshpprabhu railminindia sir response anywhere neither gmnwrailway irctcltd railminindia tdr rejected pnr,12
657,5,"@RailMinIndia my 2AC ticket status changed from rac-12 to w/l 2, whats happening in Indian railway JAI HO CORRUPTION https://t.co/KpYzDhmf4E",Ticketing & Reservation,railminindia my ac ticket status changed from rac to wl whats happening in indian railway jai ho corruption,railminindia ac ticket status changed rac wl whats happening indian railway jai ho corruption,14
658,1,"@RailMinIndia @aashishkota Sir, FIR lodged by GRP/Kota vide Cr.No.158/16 U/S 380 IPC dt.04.06.16",Safety & Security,railminindia aashishkota sir fir lodged by grpkota vide crno us ipc dt,railminindia aashishkota sir fir lodged grpkota vide crno us ipc dt,11
659,4,"@RailMinIndia @drmdelhi dear sir Kisan express 14519 regularly late arrived at Hisar, complaint  or tweeted so many… https://t.co/DDcrzPRWq8",Delay / Running Status,railminindia drmdelhi dear sir kisan express regularly late arrived at hisar complaint or tweeted so many,railminindia drmdelhi dear sir kisan express regularly late arrived hisar complaint tweeted many,13
660,4,"@RailMinIndia Dadar-Bikaner Express(12490) running 1:30hours late,worst travel experience in life.and we r dreaming about Fast bullet train",Delay / Running Status,railminindia dadarbikaner express running hours lateworst travel experience in lifeand we r dreaming about fast bullet train,railminindia dadarbikaner express running hours lateworst travel experience lifeand r dreaming fast bullet train,14
661,6,HEREISTITLE https://t.co/840D5D8WJS,Irrelevant & Noise,hereistitle,hereistitle,1
662,6," PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen",Irrelevant & Noise,pnr trn dt frm mgs to ctc clsa pb sir i lost my shoesmay be some one stolen,pnr trn dt frm mgs ctc clsa pb sir lost shoesmay one stolen,13
663,0,@RailMinIndia there is leakage of roof of train no. 16346 coach no B4 at toilet and near toilet area. Repair it. https://t.co/rcDA52wbZw,Cleanliness & Facilities,railminindia there is leakage of roof of train no coach no b at toilet and near toilet area repair it,railminindia leakage roof train coach b toilet near toilet area repair,11
